iter	RMSE
1665	3773.121777
1666	3772.800404
1667	3772.356652
1668	3771.991569
1669	3771.549154
1670	3771.23209
1671	3770.872636
1672	3770.663844
1673	3770.553583
1674	3770.334092
1675	3770.212617
1676	3769.709115
1677	3769.32613
1678	3769.129629
1679	3768.658183
1680	3768.397632
1681	3767.968053
1682	3767.275203
1683	3767.066303
1684	3766.427649
1685	3766.233963
1686	3765.590892
1687	3765.320106
1688	3764.862692
1689	3764.457558
1690	3764.085219
1691	3763.773934
1692	3763.666031
1693	3763.659104
1694	3763.494737
1695	3763.188701
1696	3763.181499
1697	3762.688477
1698	3762.294455
1699	3762.153464
1700	3761.976855
1701	3761.78323
1702	3761.552337
1703	3761.144197
1704	3761.132522
1705	3760.392897
1706	3760.207518
1707	3759.774129
1708	3759.035899
1709	3758.831028
1710	3758.659998
1711	3758.248318
1712	3757.468675
1713	3757.329971
1714	3756.04235
1715	3755.894057
1716	3755.556823
1717	3755.349371
1718	3755.34233
1719	3755.267182
1720	3754.878568
1721	3754.858203
1722	3754.481054
1723	3753.717598
1724	3753.328375
1725	3752.947248
1726	3752.219749
1727	3752.20837
1728	3752.04653
1729	3751.298367
1730	3751.207528
1731	3750.474047
1732	3749.767823
1733	3749.511362
1734	3748.792145
1735	3748.585432
1736	3747.881738
1737	3747.752013
1738	3747.620463
1739	3747.457473
1740	3747.183417
1741	3746.497768
1742	3746.490804
1743	3745.338083
1744	3744.665556
1745	3744.58594
1746	3744.397964
1747	3743.691235
1748	3742.963202
1749	3742.303216
1750	3742.139563
1751	3741.854101
1752	3741.84724
1753	3741.208556
1754	3740.861133
1755	3740.553686
1756	3739.931983
1757	3739.488125
1758	3738.775399
1759	3738.07957
1760	3737.54095
1761	3737.534574
1762	3737.410286
1763	3736.777624
1764	3736.629693
1765	3736.14222
1766	3735.889437
1767	3735.678653
1768	3735.536159
1769	3734.953917
1770	3734.134503
1771	3733.749221
1772	3733.60888
1773	3732.924358
1774	3732.732841
1775	3732.689691
1776	3732.388753
1777	3731.964232
1778	3731.721063
1779	3731.253836
1780	3730.905681
1781	3730.898916
1782	3730.703306
1783	3730.41286
1784	3730.300425
1785	3730.065865
1786	3729.76998
1787	3729.390206
1788	3729.256963
1789	3728.667558
1790	3728.06853
1791	3726.958438
1792	3726.891954
1793	3726.51723
1794	3726.33437
1795	3726.030403
1796	3725.972095
1797	3725.558837
1798	3725.257866
1799	3725.095917
1800	3724.695588
1801	3724.670682
1802	3724.491117
1803	3723.822033
1804	3723.020877
1805	3722.463166
1806	3722.351124
1807	3722.177144
1808	3721.93427
1809	3721.766424
1810	3721.349431
1811	3721.14907
1812	3720.963429
1813	3720.587248
1814	3720.228428
1815	3719.980231
1816	3719.741275
1817	3719.458502
1818	3719.451778
1819	3719.224948
1820	3718.877248
1821	3718.548045
1822	3718.50857
1823	3718.221999
1824	3718.095327
1825	3718.088825
1826	3717.795605
1827	3717.495472
1828	3717.485168
1829	3717.366915
1830	3716.975797
1831	3716.540195
1832	3716.336142
1833	3716.137353
1834	3716.050979
1835	3716.026934
1836	3715.441772
1837	3715.43563
1838	3714.775793
1839	3714.3779
1840	3714.371082
1841	3714.364855
1842	3714.187544
1843	3712.465412
1844	3712.263961
1845	3712.137255
1846	3712.131517
1847	3712.125107
1848	3712.090323
1849	3712.057658
1850	3711.470686
1851	3711.465093
1852	3711.1903
1853	3710.69089
1854	3710.447813
1855	3710.054107
1856	3709.47354
1857	3708.911968
1858	3708.535099
1859	3708.529292
1860	3708.251122
1861	3708.010018
1862	3708.004458
1863	3707.768522
1864	3707.239978
1865	3706.902226
1866	3706.777072
1867	3706.56442
1868	3705.482116
1869	3704.839834
1870	3704.575863
1871	3704.353619
1872	3704.294183
1873	3704.065022
1874	3703.57444
1875	3703.000588
1876	3702.782551
1877	3702.278766
1878	3702.21467
1879	3701.875821
1880	3701.380703
1881	3701.193236
1882	3700.643026
1883	3700.245284
1884	3700.113375
1885	3699.978063
1886	3699.97151
1887	3699.965459
1888	3699.959513
1889	3698.71764
1890	3698.336474
1891	3698.115312
1892	3698.109404
1893	3697.04301
1894	3696.696316
1895	3696.07584
1896	3695.71179
1897	3695.425536
1898	3695.202832
1899	3694.651582
1900	3694.175798
1901	3693.563478
1902	3693.059266
1903	3692.76672
1904	3692.529654
1905	3690.744408
1906	3690.50461
1907	3689.862978
1908	3689.800855
1909	3689.239636
1910	3688.462486
1911	3687.974613
1912	3687.782788
1913	3687.773627
1914	3686.804568
1915	3686.626031
1916	3686.283308
1917	3686.212943
1918	3685.601031
1919	3685.071509
1920	3684.853764
1921	3684.723476
1922	3684.460394
1923	3684.23418
1924	3684.119652
1925	3683.91639
1926	3683.801735
1927	3683.634355
1928	3683.29741
1929	3682.907956
1930	3682.621342
1931	3682.268865
1932	3682.088679
1933	3682.051388
1934	3681.86904
1935	3681.767251
1936	3681.151576
1937	3681.06264
1938	3680.881061
1939	3680.412247
1940	3680.366794
1941	3680.059265
1942	3679.925816
1943	3679.594419
1944	3679.417451
1945	3679.295453
1946	3679.230364
1947	3678.907902
1948	3678.902464
1949	3678.723653
1950	3676.972055
1951	3676.65476
1952	3676.649391
1953	3676.396624
1954	3676.302122
1955	3676.122358
1956	3676.105149
1957	3675.629209
1958	3675.361883
1959	3675.15144
1960	3675.145645
1961	3674.934113
1962	3674.640337
1963	3673.571007
1964	3673.364243
1965	3672.970663
1966	3672.762309
1967	3672.557461
1968	3672.358425
1969	3672.352802
1970	3672.114583
1971	3671.939099
1972	3671.388931
1973	3671.261657
1974	3671.203651
1975	3671.198612
1976	3670.90935
1977	3670.857613
1978	3669.627171
1979	3669.129605
1980	3669.038802
1981	3668.713346
1982	3668.271499
1983	3667.858937
1984	3667.708714
1985	3667.391326
1986	3667.218259
1987	3667.111157
1988	3666.514611
1989	3666.297955
1990	3665.710635
1991	3665.42261
1992	3664.534196
1993	3664.324486
1994	3663.764076
1995	3663.513346
1996	3663.371201
1997	3663.207339
1998	3663.202472
1999	3662.997939
2000	3662.992502
2001	3662.825076
2002	3662.622957
2003	3662.424273
2004	3662.311345
2005	3662.180722
2006	3662.0712
2007	3661.881184
2008	3661.722821
2009	3661.488129
2010	3661.266305
2011	3661.054546
2012	3660.958148
2013	3659.786382
2014	3658.866611
2015	3658.066334
2016	3657.632328
2017	3657.525117
2018	3657.274831
2019	3657.190599
2020	3657.063458
2021	3656.271114
2022	3655.830222
2023	3655.305989
2024	3655.234693
2025	3655.213611
2026	3655.027596
2027	3653.965284
2028	3653.960803
2029	3653.654052
2030	3653.345016
2031	3652.777354
2032	3652.426663
2033	3652.26073
2034	3652.05705
2035	3651.869747
2036	3651.470386
2037	3651.217969
2038	3651.044171
2039	3650.85987
2040	3650.637835
2041	3650.490039
2042	3650.190344
2043	3650.016145
2044	3649.797757
2045	3649.599268
2046	3649.387831
2047	3648.927506
2048	3648.257373
2049	3648.209172
2050	3647.991599
2051	3647.811772
2052	3647.353047
2053	3647.238336
2054	3647.039303
2055	3646.850262
2056	3646.845037
2057	3646.704917
2058	3646.157914
2059	3646.152631
2060	3645.904148
2061	3645.748705
2062	3645.563856
2063	3645.312143
2064	3645.105348
2065	3644.890546
2066	3643.790096
2067	3643.622246
2068	3643.567299
2069	3643.364336
2070	3643.261217
2071	3643.130788
2072	3642.658697
2073	3642.314901
2074	3641.140851
2075	3641.136508
2076	3641.064351
2077	3640.787461
2078	3640.754139
2079	3639.977731
2080	3639.894545
2081	3639.667284
2082	3639.645796
2083	3638.695368
2084	3638.528231
2085	3638.358799
2086	3638.300286
2087	3638.211871
2088	3638.067262
2089	3637.906103
2090	3637.577277
2091	3637.509227
2092	3637.410415
2093	3637.405379
2094	3636.823913
2095	3636.81925
2096	3636.655529
2097	3635.568644
2098	3635.444353
2099	3635.332855
2100	3634.887645
2101	3634.883202
2102	3634.632471
2103	3634.426026
2104	3634.290948
2105	3634.138936
2106	3634.134558
2107	3633.918059
2108	3633.800739
2109	3632.964205
2110	3632.824828
2111	3632.654422
2112	3632.345696
2113	3632.157783
2114	3632.041956
2115	3631.730244
2116	3631.711919
2117	3631.525749
2118	3631.193766
2119	3631.015367
2120	3630.973072
2121	3629.914899
2122	3629.454622
2123	3629.118241
2124	3629.110282
2125	3629.045541
2126	3628.759735
2127	3628.755414
2128	3627.939396
2129	3627.242853
2130	3627.034093
2131	3626.854862
2132	3626.850524
2133	3626.756989
2134	3626.572501
2135	3626.371806
2136	3626.267908
2137	3625.465446
2138	3625.231617
2139	3625.049235
2140	3624.867293
2141	3624.720803
2142	3624.011595
2143	3623.955267
2144	3623.853537
2145	3623.441324
2146	3623.201867
2147	3623.102104
2148	3623.097404
2149	3623.080829
2150	3622.999759
2151	3622.795835
2152	3622.791253
2153	3622.513158
2154	3622.278671
2155	3621.766957
2156	3621.424683
2157	3621.355565
2158	3621.220985
2159	3621.180348
2160	3620.884873
2161	3620.74332
2162	3620.694649
2163	3620.690495
2164	3620.127112
2165	3619.70679
2166	3619.391151
2167	3619.354595
2168	3618.977695
2169	3618.415648
2170	3618.323585
2171	3618.184192
2172	3617.505022
2173	3617.216568
2174	3617.181038
2175	3616.632897
2176	3616.628629
2177	3616.488844
2178	3616.458249
2179	3615.351349
2180	3615.097242
2181	3614.927548
2182	3614.874529
2183	3614.674653
2184	3614.614929
2185	3614.486021
2186	3614.473249
2187	3614.202272
2188	3614.155111
2189	3614.151115
2190	3613.971145
2191	3613.883567
2192	3613.495953
2193	3613.366154
2194	3613.215226
2195	3613.197345
2196	3612.708761
2197	3611.924794
2198	3611.756754
2199	3611.752307
2200	3611.300819
2201	3611.054367
2202	3610.983526
2203	3610.429106
2204	3610.424837
2205	3610.289361
2206	3610.285905
2207	3610.146706
2208	3609.871632
2209	3609.861536
2210	3609.571956
2211	3609.214473
2212	3609.197222
2213	3608.924233
2214	3608.716373
2215	3608.71099
2216	3608.380932
2217	3608.054792
2218	3607.838575
2219	3607.615055
2220	3607.235914
2221	3605.971186
2222	3605.821489
2223	3605.623053
2224	3605.361072
2225	3605.196396
2226	3604.489589
2227	3604.305193
2228	3604.145312
2229	3602.790777
2230	3602.238833
2231	3602.076904
2232	3601.898933
2233	3601.894662
2234	3601.609244
2235	3601.460315
2236	3601.268919
2237	3601.125255
2238	3601.095888
2239	3600.779558
2240	3600.389002
2241	3600.357191
2242	3600.201862
2243	3600.197653
2244	3598.906661
2245	3598.902587
2246	3598.688551
2247	3598.044083
2248	3597.952149
2249	3597.847979
2250	3597.705525
2251	3597.655901
2252	3597.450514
2253	3597.308094
2254	3597.151457
2255	3597.123323
2256	3597.078293
2257	3596.86183
2258	3596.655752
2259	3596.488406
2260	3596.349014
2261	3596.207276
2262	3595.518564
2263	3595.503825
2264	3594.962172
2265	3594.667934
2266	3594.61848
2267	3594.196483
2268	3593.961569
2269	3593.671593
2270	3593.667489
2271	3593.531263
2272	3593.332861
2273	3593.32885
2274	3593.324895
2275	3593.093522
2276	3593.003266
2277	3592.999715
2278	3592.768054
2279	3592.605557
2280	3592.472391
2281	3592.347375
2282	3592.109765
2283	3591.87456
2284	3591.383388
2285	3591.153642
2286	3590.858192
2287	3590.522444
2288	3590.234263
2289	3589.703464
2290	3589.562823
2291	3589.423845
2292	3589.101603
2293	3588.98028
2294	3588.695127
2295	3588.60209
2296	3588.428344
2297	3588.424288
2298	3587.901253
2299	3587.620475
2300	3587.616471
2301	3587.38849
2302	3587.320452
2303	3587.312375
2304	3587.308463
2305	3587.053349
2306	3586.759164
2307	3586.617581
2308	3586.450178
2309	3586.446239
2310	3586.44243
2311	3586.438594
2312	3586.365562
2313	3586.187648
2314	3586.183534
2315	3584.908028
2316	3584.690626
2317	3584.687306
2318	3584.620472
2319	3584.10712
2320	3583.980021
2321	3583.880732
2322	3583.365083
2323	3583.361414
2324	3583.201686
2325	3582.621527
2326	3582.469988
2327	3582.422913
2328	3582.266256
2329	3582.137331
2330	3582.09706
2331	3582.022165
2332	3581.802168
2333	3581.79858
2334	3581.690072
2335	3581.476248
2336	3581.07528
2337	3580.99336
2338	3580.989818
2339	3580.825916
2340	3580.645703
2341	3580.110689
2342	3578.858315
2343	3578.621418
2344	3578.618037
2345	3578.609721
2346	3578.101482
2347	3578.087453
2348	3577.890204
2349	3577.607977
2350	3577.489958
2351	3577.284523
2352	3577.281055
2353	3577.067381
2354	3576.924098
2355	3576.405056
2356	3576.200771
2357	3575.800225
2358	3575.288719
2359	3575.011478
2360	3574.988118
2361	3574.511577
2362	3574.233254
2363	3573.901464
2364	3573.710703
2365	3573.472754
2366	3573.278027
2367	3573.141138
2368	3573.127321
2369	3572.868668
2370	3572.77925
2371	3572.248622
2372	3571.896398
2373	3571.740914
2374	3571.605719
2375	3571.595137
2376	3571.201487
2377	3570.974545
2378	3570.45585
2379	3570.30274
2380	3570.078939
2381	3569.944712
2382	3569.941191
2383	3569.937721
2384	3568.985269
2385	3568.82149
2386	3568.554645
2387	3568.284182
2388	3568.096067
2389	3567.950874
2390	3567.947442
2391	3567.448314
2392	3566.301331
2393	3566.147437
2394	3566.038447
2395	3565.496984
2396	3565.42954
2397	3565.150482
2398	3565.147398
2399	3564.752056
2400	3564.562328
2401	3564.522306
2402	3564.452008
2403	3563.965656
2404	3563.548645
2405	3563.423734
2406	3562.220833
2407	3562.216527
2408	3562.21295
2409	3561.966
2410	3560.855032
2411	3560.69054
2412	3560.469829
2413	3560.315365
2414	3560.12123
2415	3560.118009
2416	3560.107956
2417	3559.146828
2418	3559.114393
2419	3559.108579
2420	3558.841646
2421	3558.360763
2422	3558.283429
2423	3557.972524
2424	3557.749503
2425	3557.741958
2426	3557.574315
2427	3557.282009
2428	3556.997136
2429	3556.813159
2430	3556.5538
2431	3556.439346
2432	3555.94894
2433	3555.945169
2434	3555.882491
2435	3555.879328
2436	3555.693897
2437	3555.199338
2438	3555.195669
2439	3554.926454
2440	3554.684343
2441	3554.680728
2442	3554.304484
2443	3554.285789
2444	3554.281265
2445	3554.0645
2446	3553.573172
2447	3553.137061
2448	3552.963507
2449	3552.445048
2450	3552.441856
2451	3551.872618
2452	3551.758908
2453	3551.654933
2454	3551.343218
2455	3551.340025
2456	3551.262362
2457	3550.505566
2458	3550.3727
2459	3550.211883
2460	3549.053196
2461	3548.843125
2462	3548.362435
2463	3548.359492
2464	3548.352236
2465	3548.349108
2466	3548.062502
2467	3547.993878
2468	3547.84532
2469	3547.842218
2470	3547.598205
2471	3547.478459
2472	3547.410987
2473	3546.944016
2474	3546.940952
2475	3546.696035
2476	3546.529827
2477	3546.426909
2478	3546.232683
2479	3545.940952
2480	3545.552551
2481	3545.391203
2482	3545.228531
2483	3545.111829
2484	3544.987182
2485	3544.739954
2486	3544.526628
2487	3544.289295
2488	3543.33509
2489	3543.331904
2490	3543.226612
2491	3543.166923
2492	3542.428303
2493	3542.144762
2494	3541.772028
2495	3541.355997
2496	3541.352992
2497	3541.350026
2498	3540.989358
2499	3540.71969
2500	3540.341357
2501	3540.213804
2502	3539.764504
2503	3539.649801
2504	3539.271264
2505	3539.111984
2506	3539.109054
2507	3538.976194
2508	3538.664279
2509	3538.465845
2510	3537.144214
2511	3537.044481
2512	3536.905376
2513	3536.696122
2514	3536.540531
2515	3536.50915
2516	3536.331926
2517	3535.970934
2518	3535.968329
2519	3535.469987
2520	3535.344779
2521	3534.856177
2522	3534.705779
2523	3534.702911
2524	3534.474181
2525	3534.063322
2526	3533.941889
2527	3532.656422
2528	3532.188069
2529	3531.95077
2530	3531.851267
2531	3531.8483
2532	3531.602329
2533	3531.34683
2534	3531.127095
2535	3531.025244
2536	3530.593352
2537	3530.101428
2538	3529.639883
2539	3529.478711
2540	3529.362166
2541	3529.240802
2542	3528.988368
2543	3528.877138
2544	3528.693757
2545	3528.684245
2546	3528.54577
2547	3528.14974
2548	3527.920032
2549	3527.805294
2550	3527.682822
2551	3527.680013
2552	3527.257406
2553	3527.254629
2554	3527.054527
2555	3526.895095
2556	3526.664328
2557	3526.572854
2558	3526.510956
2559	3526.508428
2560	3526.284058
2561	3525.87148
2562	3525.751329
2563	3525.539416
2564	3525.27088
2565	3525.152565
2566	3524.88037
2567	3524.877957
2568	3524.726523
2569	3524.691514
2570	3523.591914
2571	3522.773076
2572	3521.956673
2573	3521.614189
2574	3521.475862
2575	3521.21463
2576	3520.957189
2577	3520.824132
2578	3520.647709
2579	3520.192336
2580	3520.170493
2581	3520.017134
2582	3518.255246
2583	3518.046399
2584	3517.901496
2585	3517.806753
2586	3517.531528
2587	3517.528781
2588	3517.397551
2589	3517.346857
2590	3517.294758
2591	3517.292044
2592	3516.910779
2593	3516.743364
2594	3516.578912
2595	3516.099709
2596	3515.034199
2597	3514.241377
2598	3513.932923
2599	3513.845906
2600	3513.537495
2601	3513.266614
2602	3512.847957
2603	3512.070963
2604	3512.005209
2605	3511.672905
2606	3511.646777
2607	3511.445848
2608	3511.243249
2609	3511.148448
2610	3511.068233
2611	3511.042593
2612	3511.037123
2613	3510.953093
2614	3510.695973
2615	3510.693151
2616	3510.681754
2617	3510.235848
2618	3509.463858
2619	3509.139527
2620	3508.944186
2621	3508.938952
2622	3508.804872
2623	3508.657832
2624	3508.631733
2625	3508.517081
2626	3508.467196
2627	3508.067111
2628	3507.809277
2629	3507.687546
2630	3507.436932
2631	3506.889807
2632	3506.12978
2633	3506.030434
2634	3505.68752
2635	3505.651187
2636	3505.517654
2637	3504.776754
2638	3504.693278
2639	3504.593518
2640	3504.419843
2641	3504.18595
2642	3503.938844
2643	3503.936115
2644	3503.772634
2645	3503.446341
2646	3503.363127
2647	3502.925488
2648	3502.454562
2649	3502.289084
2650	3502.139135
2651	3501.320824
2652	3501.129983
2653	3501.127403
2654	3500.913149
2655	3500.669987
2656	3500.396278
2657	3500.263882
2658	3500.070196
2659	3499.843175
2660	3499.509974
2661	3499.507432
2662	3497.763386
2663	3497.405014
2664	3497.332182
2665	3497.228103
2666	3497.079668
2667	3496.786443
2668	3496.403899
2669	3495.822501
2670	3495.260138
2671	3495.25465
2672	3495.240931
2673	3495.162681
2674	3495.015561
2675	3495.01302
2676	3495.010471
2677	3495.008227
2678	3494.201937
2679	3494.12603
2680	3493.91756
2681	3493.561189
2682	3492.578831
2683	3492.576399
2684	3492.014564
2685	3491.807893
2686	3491.650827
2687	3491.331146
2688	3491.117582
2689	3490.685149
2690	3490.57157
2691	3490.569084
2692	3490.566586
2693	3490.23202
2694	3490.182702
2695	3490.02836
2696	3489.605971
2697	3489.500524
2698	3489.221358
2699	3489.218916
2700	3489.07397
2701	3489.071557
2702	3488.793022
2703	3488.601846
2704	3488.431114
2705	3488.234295
2706	3486.8661
2707	3486.630276
2708	3486.523202
2709	3486.106724
2710	3485.967169
2711	3485.823541
2712	3485.654935
2713	3485.652854
2714	3485.378752
2715	3484.480832
2716	3484.022828
2717	3483.308097
2718	3483.045621
2719	3482.743199
2720	3482.502222
2721	3482.356234
2722	3481.648595
2723	3481.408714
2724	3481.297057
2725	3481.237968
2726	3480.773083
2727	3480.605895
2728	3480.475394
2729	3480.286576
2730	3480.071514
2731	3479.786434
2732	3479.642287
2733	3479.500845
2734	3479.125641
2735	3479.123209
2736	3479.080004
2737	3478.543977
2738	3478.432874
2739	3478.12454
2740	3477.887922
2741	3477.417515
2742	3477.415463
2743	3477.17537
2744	3477.045742
2745	3477.034699
2746	3477.032672
2747	3476.893526
2748	3476.668824
2749	3476.512567
2750	3476.388592
2751	3476.188793
2752	3476.040196
2753	3475.859051
2754	3475.733268
2755	3475.4684
2756	3475.208544
2757	3475.076345
2758	3474.633386
2759	3474.440625
2760	3474.371307
2761	3474.355655
2762	3474.054456
2763	3473.615551
2764	3473.157834
2765	3472.999591
2766	3472.783002
2767	3472.527573
2768	3472.390336
2769	3471.949778
2770	3471.825357
2771	3471.592277
2772	3471.59003
2773	3471.360011
2774	3471.139385
2775	3471.064928
2776	3470.877054
2777	3470.466071
2778	3470.01977
2779	3469.762398
2780	3469.336812
2781	3468.94271
2782	3468.77636
2783	3468.774103
2784	3468.484701
2785	3468.253995
2786	3467.324527
2787	3466.796224
2788	3466.79392
2789	3466.108593
2790	3465.879987
2791	3465.366538
2792	3465.234359
2793	3464.860851
2794	3463.48088
2795	3463.153533
2796	3463.062907
2797	3463.04243
2798	3462.928094
2799	3462.257521
2800	3461.842846
2801	3461.564017
2802	3461.561659
2803	3461.289638
2804	3461.112097
2805	3461.109776
2806	3460.987269
2807	3460.378158
2808	3460.369479
2809	3460.229426
2810	3460.098477
2811	3459.970598
2812	3459.756067
2813	3459.753978
2814	3459.490887
2815	3459.421144
2816	3458.757982
2817	3458.568211
2818	3458.487394
2819	3458.389808
2820	3458.387515
2821	3458.37658
2822	3458.374317
2823	3458.170477
2824	3457.654852
2825	3457.485651
2826	3457.240203
2827	3457.20319
2828	3457.023587
2829	3456.903533
2830	3456.255702
2831	3456.177731
2832	3456.007634
2833	3455.903892
2834	3455.901552
2835	3455.539411
2836	3455.129994
2837	3454.902924
2838	3454.498389
2839	3454.333943
2840	3453.968919
2841	3453.750518
2842	3453.74824
2843	3453.516089
2844	3453.112671
2845	3453.093554
2846	3452.92379
2847	3452.92149
2848	3452.715331
2849	3452.712787
2850	3452.500255
2851	3452.307553
2852	3452.305467
2853	3451.911158
2854	3451.831487
2855	3451.621901
2856	3451.224405
2857	3451.222222
2858	3450.919245
2859	3450.854837
2860	3450.691069
2861	3450.508005
2862	3450.273735
2863	3450.0647
2864	3449.874302
2865	3449.194309
2866	3449.061402
2867	3448.898994
2868	3448.849247
2869	3448.650042
2870	3448.446875
2871	3448.444643
2872	3448.409001
2873	3448.406865
2874	3448.381221
2875	3448.078191
2876	3448.076005
2877	3447.941043
2878	3447.938912
2879	3447.885415
2880	3447.738957
2881	3447.735151
2882	3447.284725
2883	3446.994201
2884	3446.804032
2885	3446.802077
2886	3445.112992
2887	3445.110872
2888	3444.811248
2889	3444.80923
2890	3444.64155
2891	3444.589957
2892	3443.708326
2893	3443.511037
2894	3443.345914
2895	3443.344102
2896	3443.342315
2897	3443.237662
2898	3443.186517
2899	3443.085699
2900	3442.958059
2901	3442.917132
2902	3442.627208
2903	3442.596712
2904	3442.441207
2905	3442.307124
2906	3442.30482
2907	3442.129834
2908	3441.914623
2909	3441.8275
2910	3441.825461
2911	3441.710828
2912	3441.677442
2913	3441.47403
2914	3441.471699
2915	3441.469707
2916	3441.355754
2917	3440.946504
2918	3440.809683
2919	3440.633964
2920	3440.289418
2921	3440.269903
2922	3440.202739
2923	3440.142806
2924	3440.077944
2925	3440.076015
2926	3439.683088
2927	3439.260907
2928	3439.062202
2929	3439.059919
2930	3438.571387
2931	3438.443517
2932	3438.245692
2933	3438.051015
2934	3437.988178
2935	3437.58667
2936	3437.437507
2937	3437.107636
2938	3436.905995
2939	3436.634325
2940	3436.497566
2941	3436.337395
2942	3436.283754
2943	3436.080934
2944	3435.693566
2945	3435.31077
2946	3435.227534
2947	3435.225814
2948	3435.118209
2949	3434.923012
2950	3434.854655
2951	3434.85271
2952	3434.690338
2953	3434.466321
2954	3434.331404
2955	3434.082407
2956	3433.957565
2957	3433.955638
2958	3433.577073
2959	3433.574925
2960	3433.209552
2961	3433.050781
2962	3432.95813
2963	3432.956152
2964	3432.664631
2965	3431.801492
2966	3431.799599
2967	3431.691653
2968	3431.315368
2969	3430.94478
2970	3430.780054
2971	3430.416513
2972	3430.343163
2973	3430.151754
2974	3429.960438
2975	3429.718702
2976	3429.648657
2977	3429.4621
2978	3429.355686
2979	3429.240243
2980	3429.140668
2981	3429.138848
2982	3427.504612
2983	3427.139282
2984	3427.099505
2985	3426.705502
2986	3426.261537
2987	3425.627633
2988	3425.509901
2989	3425.153979
2990	3425.151873
2991	3425.055211
2992	3425.004013
2993	3424.784784
2994	3424.596954
2995	3424.479664
2996	3424.308319
2997	3424.12686
2998	3423.940674
2999	3423.887856
3000	3423.70215
3001	3423.639642
3002	3423.432002
3003	3423.30229
3004	3423.240124
3005	3423.041473
3006	3422.681126
3007	3422.44261
3008	3422.097588
3009	3421.936606
3010	3421.775595
3011	3421.693196
3012	3421.291576
3013	3421.133063
3014	3421.130893
3015	3421.043175
3016	3420.870593
3017	3420.841517
3018	3420.447701
3019	3420.235029
3020	3419.877511
3021	3419.373764
3022	3419.244229
3023	3419.066458
3024	3418.566256
3025	3418.346717
3026	3418.174135
3027	3416.546453
3028	3416.449296
3029	3416.274499
3030	3415.437702
3031	3414.831816
3032	3414.609989
3033	3414.367736
3034	3414.210901
3035	3414.208725
3036	3414.018498
3037	3413.948053
3038	3413.946193
3039	3413.737437
3040	3413.654772
3041	3413.478874
3042	3413.016017
3043	3412.823054
3044	3412.625813
3045	3412.514277
3046	3411.69249
3047	3411.425967
3048	3411.060683
3049	3410.940787
3050	3410.853697
3051	3410.748917
3052	3410.563586
3053	3410.14488
3054	3410.08204
3055	3409.729519
3056	3409.727452
3057	3409.637137
3058	3409.553653
3059	3409.537378
3060	3409.353579
3061	3409.154349
3062	3408.984705
3063	3408.766035
3064	3407.959877
3065	3407.80252
3066	3407.495928
3067	3407.127632
3068	3406.712898
3069	3406.710826
3070	3406.429597
3071	3404.794232
3072	3404.632441
3073	3404.446344
3074	3404.332427
3075	3404.268872
3076	3404.149816
3077	3404.096159
3078	3403.653692
3079	3403.580927
3080	3402.987811
3081	3402.896726
3082	3402.833915
3083	3402.784062
3084	3402.662887
3085	3402.107193
3086	3402.024795
3087	3401.238075
3088	3401.085736
3089	3400.97046
3090	3400.383239
3091	3400.329799
3092	3399.751491
3093	3399.428852
3094	3399.362068
3095	3399.236457
3096	3399.234636
3097	3399.122542
3098	3399.006299
3099	3398.823572
3100	3398.821548
3101	3398.621279
3102	3398.285965
3103	3398.06024
3104	3397.707806
3105	3397.505218
3106	3397.351833
3107	3397.208055
3108	3397.0402
3109	3396.475505
3110	3395.991036
3111	3395.686906
3112	3395.625428
3113	3395.452954
3114	3395.451371
3115	3395.132854
3116	3395.111998
3117	3395.026093
3118	3394.853317
3119	3394.101483
3120	3394.042785
3121	3393.566934
3122	3393.221628
3123	3393.21986
3124	3393.113003
3125	3392.375497
3126	3392.306798
3127	3392.157258
3128	3392.03752
3129	3391.964544
3130	3391.663344
3131	3391.661519
3132	3391.564044
3133	3391.562295
3134	3391.309118
3135	3391.250321
3136	3391.248544
3137	3390.905059
3138	3390.251343
3139	3390.096954
3140	3390.032847
3141	3389.873457
3142	3389.804523
3143	3389.013945
3144	3388.897002
3145	3388.62779
3146	3388.424538
3147	3388.314231
3148	3388.280882
3149	3387.929071
3150	3387.759399
3151	3387.635529
3152	3387.51966
3153	3387.19541
3154	3387.073895
3155	3386.773856
3156	3386.713594
3157	3386.567936
3158	3386.4598
3159	3386.416542
3160	3386.298736
3161	3386.165852
3162	3385.825504
3163	3385.740434
3164	3385.681836
3165	3385.346732
3166	3385.196211
3167	3385.006085
3168	3384.764502
3169	3384.513025
3170	3382.893236
3171	3382.659408
3172	3382.329115
3173	3382.327363
3174	3382.173083
3175	3382.171355
3176	3382.029163
3177	3381.703834
3178	3381.597178
3179	3381.487368
3180	3381.485659
3181	3381.226422
3182	3381.138798
3183	3380.421225
3184	3380.222474
3185	3380.066202
3186	3379.926791
3187	3379.854498
3188	3379.730878
3189	3379.550906
3190	3379.328627
3191	3379.129055
3192	3379.127363
3193	3379.020823
3194	3378.314217
3195	3378.299858
3196	3378.198998
3197	3378.142972
3198	3378.013916
3199	3377.384506
3200	3377.191014
3201	3377.092978
3202	3376.914162
3203	3376.218304
3204	3375.852603
3205	3375.534675
3206	3375.252248
3207	3374.5668
3208	3374.11924
3209	3373.935345
3210	3373.933662
3211	3373.713981
3212	3373.712322
3213	3373.71068
3214	3373.035587
3215	3372.893379
3216	3372.791142
3217	3372.30853
3218	3372.202708
