iter	RMSE
942	4101.351158
943	4101.111425
944	4100.632535
945	4100.239132
946	4099.118267
947	4098.626048
948	4098.128081
949	4096.782789
950	4096.473936
951	4096.008161
952	4094.864157
953	4094.415248
954	4094.155207
955	4093.022998
956	4092.587145
957	4091.54261
958	4090.826911
959	4090.387535
960	4089.913314
961	4089.472893
962	4088.363199
963	4087.937192
964	4087.690743
965	4087.48987
966	4087.01561
967	4086.624092
968	4086.204768
969	4085.942231
970	4085.55352
971	4084.932832
972	4084.468456
973	4084.20969
974	4083.857199
975	4082.76157
976	4082.279357
977	4081.886109
978	4080.807389
979	4080.454881
980	4080.055229
981	4079.664406
982	4079.267866
983	4078.373284
984	4077.362607
985	4077.05179
986	4076.932171
987	4075.953602
988	4075.486325
989	4075.278111
990	4074.75024
991	4074.604103
992	4074.20712
993	4073.813869
994	4072.607819
995	4071.546356
996	4071.214
997	4070.886566
998	4070.529013
999	4069.951804
1000	4069.710634
1001	4069.596802
1002	4068.123439
1003	4067.618764
1004	4066.572167
1005	4065.400247
1006	4064.921571
1007	4064.73751
1008	4063.703238
1009	4062.444089
1010	4061.4242
1011	4061.247683
1012	4061.115372
1013	4060.212403
1014	4059.391748
1015	4058.762169
1016	4058.305953
1017	4057.302119
1018	4056.770766
1019	4056.510646
1020	4055.80249
1021	4055.483455
1022	4055.151994
1023	4054.702507
1024	4053.711881
1025	4053.194896
1026	4053.008116
1027	4052.806914
1028	4052.035825
1029	4051.699521
1030	4051.456623
1031	4050.890365
1032	4049.915144
1033	4048.785576
1034	4048.515824
1035	4048.296802
1036	4047.336553
1037	4047.14464
1038	4046.701435
1039	4046.393409
1040	4045.466819
1041	4044.982983
1042	4044.534363
1043	4043.421615
1044	4042.50338
1045	4042.406386
1046	4041.229587
1047	4040.993983
1048	4040.64443
1049	4040.47583
1050	4039.621913
1051	4038.262073
1052	4037.26441
1053	4036.309979
1054	4035.029392
1055	4034.972981
1056	4034.542095
1057	4034.395529
1058	4033.964031
1059	4033.694894
1060	4033.555688
1061	4032.945901
1062	4031.895123
1063	4030.860973
1064	4030.434896
1065	4029.515241
1066	4028.820848
1067	4027.946153
1068	4027.522833
1069	4027.027081
1070	4026.764853
1071	4025.568056
1072	4025.154251
1073	4024.857051
1074	4024.415519
1075	4023.799495
1076	4023.367854
1077	4022.295451
1078	4021.425433
1079	4021.010371
1080	4020.551376
1081	4019.609996
1082	4019.066864
1083	4018.757002
1084	4018.46284
1085	4018.176341
1086	4017.746058
1087	4016.756616
1088	4016.354698
1089	4016.056946
1090	4015.967739
1091	4015.551947
1092	4014.128901
1093	4013.657879
1094	4013.361136
1095	4012.890598
1096	4011.936213
1097	4011.598718
1098	4011.055326
1099	4010.997828
1100	4010.837008
1101	4009.992436
1102	4008.986641
1103	4008.317947
1104	4007.727244
1105	4007.526563
1106	4007.31327
1107	4006.927768
1108	4005.882796
1109	4004.855982
1110	4003.895503
1111	4003.758545
1112	4003.028965
1113	4002.752436
1114	4002.358738
1115	4002.307852
1116	4002.046138
1117	4001.732457
1118	4001.364628
1119	4000.448264
1120	4000.252597
1121	3999.859608
1122	3998.929296
1123	3998.543136
1124	3998.137666
1125	3998.081831
1126	3997.41542
1127	3997.028305
1128	3996.726781
1129	3996.344746
1130	3995.975594
1131	3995.074041
1132	3994.841128
1133	3993.950956
1134	3993.590552
1135	3993.165353
1136	3992.24204
1137	3992.050034
1138	3991.046574
1139	3990.901952
1140	3990.025574
1141	3989.65305
1142	3988.788347
1143	3988.236694
1144	3987.959712
1145	3987.164702
1146	3986.89206
1147	3986.574017
1148	3985.97553
1149	3984.565251
1150	3984.234949
1151	3983.830553
1152	3983.358494
1153	3981.889579
1154	3981.52192
1155	3981.161366
1156	3981.031752
1157	3980.912547
1158	3980.651339
1159	3979.684816
1160	3979.559844
1161	3979.440662
1162	3978.990686
1163	3978.040766
1164	3977.725235
1165	3977.252526
1166	3976.656934
1167	3976.301329
1168	3976.03745
1169	3975.32707
1170	3974.577197
1171	3973.21902
1172	3972.874733
1173	3972.35155
1174	3970.877238
1175	3970.746863
1176	3970.693016
1177	3970.068219
1178	3970.015648
1179	3969.701722
1180	3969.449287
1181	3969.144398
1182	3968.798511
1183	3968.747872
1184	3968.161297
1185	3967.988761
1186	3967.672279
1187	3967.40782
1188	3967.084959
1189	3965.634478
1190	3965.03211
1191	3964.985582
1192	3964.730644
1193	3963.855597
1194	3963.128096
1195	3963.008152
1196	3962.55974
1197	3962.348544
1198	3962.124861
1199	3961.865799
1200	3961.314038
1201	3961.070149
1202	3960.227425
1203	3959.962599
1204	3959.917047
1205	3959.086841
1206	3958.225128
1207	3957.834508
1208	3957.249391
1209	3957.073746
1210	3956.13016
1211	3955.962026
1212	3955.847005
1213	3955.801635
1214	3955.134067
1215	3954.852629
1216	3954.518613
1217	3954.105173
1218	3953.94168
1219	3953.395143
1220	3952.981565
1221	3952.824175
1222	3951.920985
1223	3951.588017
1224	3950.700515
1225	3950.588044
1226	3950.254579
1227	3949.462116
1228	3949.34195
1229	3949.146716
1230	3948.274858
1231	3947.434705
1232	3947.246608
1233	3946.881822
1234	3946.321144
1235	3945.510088
1236	3945.32768
1237	3945.004139
1238	3944.665758
1239	3943.984179
1240	3943.179016
1241	3942.860388
1242	3942.60358
1243	3942.029415
1244	3941.816729
1245	3941.17934
1246	3940.915664
1247	3940.751491
1248	3940.428476
1249	3940.268246
1250	3940.067452
1251	3939.534573
1252	3939.368654
1253	3939.142749
1254	3938.346515
1255	3938.125387
1256	3937.275473
1257	3936.488697
1258	3935.757629
1259	3935.537491
1260	3935.389971
1261	3934.582245
1262	3934.438372
1263	3934.106659
1264	3933.415922
1265	3933.209143
1266	3932.796353
1267	3932.500068
1268	3932.0314
1269	3931.860625
1270	3931.06231
1271	3930.815661
1272	3930.391634
1273	3929.641486
1274	3929.352392
1275	3929.307688
1276	3929.015987
1277	3928.706878
1278	3927.96579
1279	3927.745498
1280	3927.60639
1281	3927.303282
1282	3927.046772
1283	3926.343955
1284	3925.027899
1285	3924.296618
1286	3924.121306
1287	3923.591162
1288	3922.295029
1289	3922.149886
1290	3921.854182
1291	3921.443391
1292	3921.133781
1293	3920.883737
1294	3920.493837
1295	3920.210328
1296	3920.071805
1297	3918.677103
1298	3918.121888
1299	3917.884424
1300	3917.63664
1301	3917.260612
1302	3916.489179
1303	3915.734341
1304	3915.024311
1305	3914.145764
1306	3913.997406
1307	3913.818
1308	3913.686817
1309	3912.92768
1310	3911.915624
1311	3911.258131
1312	3910.985291
1313	3910.820212
1314	3910.309468
1315	3910.032
1316	3909.826086
1317	3909.079434
1318	3908.313975
1319	3908.102369
1320	3907.367714
1321	3907.151855
1322	3906.962067
1323	3906.549648
1324	3906.337707
1325	3905.950152
1326	3905.061513
1327	3904.435651
1328	3904.27744
1329	3903.775143
1330	3903.513259
1331	3903.117334
1332	3902.795496
1333	3902.569475
1334	3902.29716
1335	3902.204336
1336	3901.937098
1337	3901.566893
1338	3900.831734
1339	3900.793218
1340	3900.104352
1341	3899.722761
1342	3899.431166
1343	3899.055457
1344	3898.250057
1345	3896.986733
1346	3896.407265
1347	3896.055252
1348	3895.169648
1349	3894.939231
1350	3894.767747
1351	3894.512783
1352	3893.828856
1353	3893.10359
1354	3892.419364
1355	3891.705887
1356	3890.94294
1357	3890.308216
1358	3889.961854
1359	3889.620901
1360	3889.339991
1361	3888.894497
1362	3888.270758
1363	3887.923974
1364	3887.598594
1365	3887.334715
1366	3887.112999
1367	3886.792941
1368	3886.089069
1369	3885.998582
1370	3885.76398
1371	3885.449259
1372	3885.33449
1373	3885.09869
1374	3884.789095
1375	3884.094309
1376	3883.804078
1377	3883.518363
1378	3883.398216
1379	3883.301952
1380	3883.282513
1381	3882.965777
1382	3882.125066
1383	3882.106981
1384	3881.795323
1385	3881.453929
1386	3881.435278
1387	3880.052348
1388	3879.102684
1389	3878.496127
1390	3878.218417
1391	3877.535143
1392	3877.448479
1393	3877.432658
1394	3877.144663
1395	3876.8814
1396	3876.864075
1397	3876.847075
1398	3876.765652
1399	3876.520485
1400	3876.237242
1401	3875.633063
1402	3875.174053
1403	3873.935324
1404	3873.917979
1405	3873.840348
1406	3873.578847
1407	3872.299611
1408	3872.283369
1409	3871.77824
1410	3871.499309
1411	3870.754585
1412	3870.377417
1413	3870.363067
1414	3869.95596
1415	3869.939978
1416	3869.207947
1417	3868.918358
1418	3868.886511
1419	3868.621781
1420	3868.60855
1421	3868.426179
1422	3868.214038
1423	3867.90447
1424	3867.89133
1425	3867.879074
1426	3867.766228
1427	3867.751844
1428	3867.496913
1429	3867.483242
1430	3867.198382
1431	3866.950886
1432	3866.664028
1433	3866.652649
1434	3866.633031
1435	3866.476076
1436	3866.194359
1437	3866.182317
1438	3866.171351
1439	3865.693022
1440	3865.045579
1441	3864.764994
1442	3864.652828
1443	3864.010228
1444	3863.997152
1445	3863.347773
1446	3862.782483
1447	3862.116359
1448	3862.088668
1449	3862.078153
1450	3861.812493
1451	3861.076276
1452	3860.3882
1453	3860.375672
1454	3859.640891
1455	3859.255713
1456	3859.049478
1457	3858.925072
1458	3858.586092
1459	3858.434339
1460	3857.812691
1461	3857.051757
1462	3856.071691
1463	3855.839294
1464	3855.464941
1465	3855.307439
1466	3855.062244
1467	3854.773747
1468	3854.519632
1469	3854.510339
1470	3854.236306
1471	3854.223437
1472	3854.073583
1473	3854.060103
1474	3853.428903
1475	3853.42012
1476	3852.971733
1477	3852.350772
1478	3852.342173
1479	3851.095822
1480	3849.846948
1481	3849.629429
1482	3849.020996
1483	3848.754336
1484	3848.745864
1485	3848.54574
1486	3848.53718
1487	3848.270739
1488	3847.772037
1489	3847.405894
1490	3847.378888
1491	3847.118107
1492	3846.800461
1493	3846.136633
1494	3846.123858
1495	3846.115073
1496	3845.931771
1497	3845.689967
1498	3845.557068
1499	3845.209299
1500	3845.199587
1501	3844.771399
1502	3843.551841
1503	3842.102636
1504	3841.712732
1505	3841.704258
1506	3841.070737
1507	3840.987888
1508	3840.506174
1509	3839.919399
1510	3839.534408
1511	3839.526512
1512	3839.248398
1513	3839.140738
1514	3839.074728
1515	3838.604151
1516	3837.4105
1517	3836.599249
1518	3836.315699
1519	3836.041047
1520	3835.42658
1521	3834.811466
1522	3834.803713
1523	3834.673718
1524	3833.924501
1525	3833.463764
1526	3832.878543
1527	3832.680245
1528	3831.409953
1529	3830.821797
1530	3830.477254
1531	3830.354585
1532	3829.758909
1533	3829.6316
1534	3828.449312
1535	3827.995685
1536	3827.424603
1537	3827.072719
1538	3826.805354
1539	3826.257731
1540	3825.712448
1541	3825.121861
1542	3824.660799
1543	3824.565652
1544	3824.214469
1545	3824.137744
1546	3823.698004
1547	3823.463593
1548	3822.872172
1549	3822.255765
1550	3821.521592
1551	3821.365758
1552	3821.10458
1553	3820.522376
1554	3819.359516
1555	3818.620237
1556	3818.368986
1557	3818.172163
1558	3817.603623
1559	3817.084272
1560	3816.859746
1561	3816.787662
1562	3816.54747
1563	3816.435123
1564	3816.026077
1565	3815.57582
1566	3815.339669
1567	3815.041199
1568	3814.467081
1569	3813.911711
1570	3813.691038
1571	3813.411855
1572	3812.91139
1573	3812.35393
1574	3812.138917
1575	3811.890378
1576	3811.649663
1577	3811.109327
1578	3810.707908
1579	3810.053165
1580	3809.377319
1581	3808.735375
1582	3808.531498
1583	3807.838201
1584	3806.913333
1585	3806.401233
1586	3805.736585
1587	3805.72734
1588	3805.668002
1589	3805.294779
1590	3804.910951
1591	3804.38547
1592	3804.377719
1593	3803.590388
1594	3803.203649
1595	3803.083056
1596	3802.299475
1597	3801.682283
1598	3801.356294
1599	3800.986274
1600	3800.754084
1601	3800.501066
1602	3799.728905
1603	3799.534588
1604	3799.158596
1605	3798.536313
1606	3798.164456
1607	3798.044038
1608	3797.526065
1609	3797.169197
1610	3795.992898
1611	3795.632616
1612	3795.086983
1613	3794.468735
1614	3794.344448
1615	3794.073959
1616	3793.760775
1617	3793.239715
1618	3792.740981
1619	3792.200827
1620	3792.160384
1621	3792.152837
1622	3791.669038
1623	3791.478906
1624	3790.887182
1625	3790.539108
1626	3789.651727
1627	3789.614997
1628	3789.138942
1629	3788.26947
1630	3788.178305
1631	3787.559999
1632	3787.216236
1633	3786.606834
1634	3785.774824
1635	3785.061861
1636	3785.053498
1637	3784.707953
1638	3784.602986
1639	3784.119598
1640	3783.835609
1641	3783.435533
1642	3782.992002
1643	3782.805483
1644	3782.336753
1645	3782.133982
1646	3781.737036
1647	3781.259575
1648	3780.802696
1649	3780.675505
1650	3780.542301
1651	3780.085885
1652	3779.612781
1653	3778.45924
1654	3778.183247
1655	3777.977372
1656	3777.872431
1657	3777.540127
1658	3776.221527
1659	3775.896775
1660	3775.239686
1661	3774.987624
1662	3774.831748
1663	3774.027446
1664	3773.535538
