iter	Passed	Remaining
1718	2977	8354
1719	2978	8351
1720	2980	8349
1721	2982	8347
1722	2983	8344
1723	2984	8341
1724	2986	8339
1725	2987	8337
1726	2989	8334
1727	2990	8331
1728	2992	8330
1729	2994	8328
1730	2995	8326
1731	2997	8324
1732	2998	8321
1733	3000	8319
1734	3002	8317
1735	3003	8315
1736	3005	8313
1737	3007	8311
1738	3008	8310
1739	3010	8308
1740	3012	8307
1741	3014	8305
1742	3015	8302
1743	3016	8299
1744	3018	8297
1745	3019	8294
1746	3021	8292
1747	3022	8290
1748	3024	8287
1749	3025	8285
1750	3027	8284
1751	3029	8281
1752	3030	8279
1753	3032	8277
1754	3034	8275
1755	3035	8273
1756	3038	8274
1757	3040	8273
1758	3041	8271
1759	3043	8268
1760	3044	8266
1761	3045	8263
1762	3047	8261
1763	3049	8260
1764	3051	8258
1765	3053	8257
1766	3055	8255
1767	3056	8253
1768	3058	8251
1769	3059	8248
1770	3060	8245
1771	3062	8243
1772	3063	8240
1773	3065	8238
1774	3066	8235
1775	3067	8232
1776	3069	8231
1777	3071	8229
1778	3072	8227
1779	3074	8225
1780	3076	8223
1781	3077	8219
1782	3078	8217
1783	3080	8215
1784	3081	8213
1785	3083	8211
1786	3085	8209
1787	3086	8207
1788	3088	8204
1789	3089	8202
1790	3091	8200
1791	3092	8198
1792	3094	8196
1793	3096	8195
1794	3098	8193
1795	3099	8191
1796	3101	8189
1797	3102	8186
1798	3104	8184
1799	3105	8182
1800	3107	8179
1801	3108	8177
1802	3110	8175
1803	3112	8173
1804	3113	8170
1805	3115	8168
1806	3116	8166
1807	3118	8164
1808	3119	8162
1809	3121	8159
1810	3122	8157
1811	3124	8155
1812	3125	8153
1813	3127	8150
1814	3129	8149
1815	3130	8147
1816	3132	8145
1817	3134	8144
1818	3135	8141
1819	3137	8139
1820	3138	8137
1821	3140	8135
1822	3142	8133
1823	3143	8131
1824	3145	8129
1825	3146	8127
1826	3148	8125
1827	3150	8123
1828	3151	8120
1829	3152	8117
1830	3154	8115
1831	3155	8112
1832	3157	8110
1833	3158	8108
1834	3160	8107
1835	3162	8105
1836	3163	8102
1837	3164	8099
1838	3166	8097
1839	3167	8095
1840	3169	8092
1841	3170	8090
1842	3172	8088
1843	3173	8085
1844	3175	8083
1845	3176	8081
1846	3178	8079
1847	3179	8076
1848	3181	8074
1849	3182	8071
1850	3184	8070
1851	3185	8067
1852	3187	8065
1853	3188	8063
1854	3190	8060
1855	3191	8058
1856	3193	8057
1857	3195	8055
1858	3196	8053
1859	3198	8050
1860	3199	8048
1861	3201	8046
1862	3202	8044
1863	3204	8042
1864	3206	8041
1865	3208	8039
1866	3209	8036
1867	3210	8034
1868	3212	8032
1869	3214	8031
1870	3216	8029
1871	3217	8027
1872	3219	8026
1873	3223	8028
1874	3224	8027
1875	3226	8026
1876	3228	8024
1877	3230	8023
1878	3232	8021
1879	3234	8019
1880	3235	8017
1881	3237	8016
1882	3240	8018
1883	3242	8016
1884	3244	8016
1885	3246	8014
1886	3248	8012
1887	3249	8011
1888	3251	8009
1889	3253	8009
1890	3255	8007
1891	3257	8005
1892	3258	8003
1893	3260	8002
1894	3262	8000
1895	3264	7998
1896	3265	7995
1897	3266	7993
1898	3268	7992
1899	3270	7989
1900	3271	7987
1901	3273	7986
1902	3275	7983
1903	3276	7981
1904	3278	7979
1905	3279	7976
1906	3281	7975
1907	3283	7973
1908	3284	7972
1909	3286	7970
1910	3288	7969
1911	3289	7966
1912	3291	7964
1913	3292	7961
1914	3294	7959
1915	3295	7957
1916	3297	7955
1917	3298	7953
1918	3301	7952
1919	3302	7950
1920	3304	7949
1921	3306	7947
1922	3307	7945
1923	3309	7943
1924	3310	7940
1925	3312	7939
1926	3314	7938
1927	3316	7936
1928	3317	7934
1929	3319	7932
1930	3320	7929
1931	3322	7927
1932	3324	7925
1933	3325	7923
1934	3327	7921
1935	3328	7919
1936	3330	7917
1937	3331	7915
1938	3333	7913
1939	3335	7912
1940	3336	7909
1941	3338	7907
1942	3339	7905
1943	3341	7903
1944	3343	7901
1945	3344	7900
1946	3346	7898
1947	3348	7895
1948	3349	7893
1949	3351	7891
1950	3352	7889
1951	3354	7887
1952	3355	7884
1953	3356	7881
1954	3358	7879
1955	3359	7877
1956	3361	7875
1957	3363	7873
1958	3364	7871
1959	3366	7869
1960	3367	7866
1961	3369	7864
1962	3370	7862
1963	3372	7861
1964	3373	7858
1965	3375	7856
1966	3376	7854
1967	3378	7852
1968	3380	7850
1969	3381	7848
1970	3383	7846
1971	3384	7844
1972	3386	7841
1973	3387	7839
1974	3389	7837
1975	3390	7834
1976	3392	7832
1977	3393	7830
1978	3395	7828
1979	3396	7826
1980	3398	7823
1981	3399	7821
1982	3401	7819
1983	3402	7817
1984	3404	7816
1985	3407	7815
1986	3408	7814
1987	3410	7813
1988	3412	7811
1989	3414	7810
1990	3416	7810
1991	3418	7809
1992	3420	7807
1993	3422	7805
1994	3425	7806
1995	3427	7806
1996	3429	7804
1997	3431	7804
1998	3433	7804
1999	3436	7803
2000	3438	7803
2001	3441	7803
2002	3443	7802
2003	3445	7801
2004	3446	7799
2005	3448	7798
2006	3450	7796
2007	3452	7796
2008	3454	7795
2009	3457	7795
2010	3458	7793
2011	3460	7791
2012	3462	7790
2013	3465	7791
2014	3468	7792
2015	3470	7791
2016	3472	7789
2017	3474	7788
2018	3475	7785
2019	3477	7783
2020	3478	7782
2021	3480	7780
2022	3482	7779
2023	3484	7778
2024	3486	7776
2025	3487	7774
2026	3489	7773
2027	3491	7771
2028	3493	7769
2029	3495	7768
2030	3497	7767
2031	3500	7768
2032	3501	7766
2033	3503	7765
2034	3505	7764
2035	3507	7763
2036	3509	7761
2037	3511	7759
2038	3512	7757
2039	3514	7755
2040	3515	7753
2041	3518	7753
2042	3519	7751
2043	3521	7750
2044	3523	7747
2045	3524	7745
2046	3526	7743
2047	3528	7741
2048	3530	7742
2049	3532	7740
2050	3534	7738
2051	3535	7737
2052	3537	7734
2053	3538	7732
2054	3540	7730
2055	3541	7727
2056	3543	7725
2057	3544	7722
2058	3546	7721
2059	3547	7719
2060	3549	7716
2061	3550	7714
2062	3552	7712
2063	3553	7710
2064	3555	7708
2065	3556	7705
2066	3558	7704
2067	3560	7702
2068	3561	7700
2069	3563	7698
2070	3565	7696
2071	3566	7694
2072	3567	7691
2073	3569	7689
2074	3570	7687
2075	3572	7685
2076	3574	7683
2077	3575	7681
2078	3577	7679
2079	3578	7676
2080	3579	7674
2081	3581	7672
2082	3583	7670
2083	3584	7668
2084	3586	7667
2085	3588	7665
2086	3592	7667
2087	3594	7666
2088	3595	7664
2089	3597	7662
2090	3598	7660
2091	3600	7658
2092	3601	7655
2093	3602	7653
2094	3604	7650
2095	3605	7648
2096	3607	7646
2097	3608	7644
2098	3610	7642
2099	3611	7640
2100	3613	7638
2101	3614	7635
2102	3616	7633
2103	3617	7631
2104	3619	7629
2105	3621	7627
2106	3623	7626
2107	3624	7624
2108	3626	7621
2109	3627	7619
2110	3629	7618
2111	3630	7616
2112	3632	7613
2113	3633	7611
2114	3635	7609
2115	3636	7606
2116	3638	7605
2117	3639	7603
2118	3641	7601
2119	3643	7599
2120	3644	7596
2121	3646	7594
2122	3647	7592
2123	3649	7590
2124	3650	7587
2125	3652	7586
2126	3653	7584
2127	3655	7582
2128	3657	7580
2129	3658	7578
2130	3660	7576
2131	3661	7573
2132	3662	7571
2133	3664	7568
2134	3666	7567
2135	3667	7565
2136	3669	7564
2137	3671	7562
2138	3673	7560
2139	3675	7559
2140	3677	7558
2141	3678	7556
2142	3680	7555
2143	3682	7553
2144	3684	7553
2145	3686	7551
2146	3688	7549
2147	3689	7547
2148	3691	7545
2149	3692	7543
2150	3694	7541
2151	3696	7540
2152	3697	7537
2153	3699	7536
2154	3700	7534
2155	3703	7534
2156	3705	7532
2157	3706	7529
2158	3707	7527
2159	3708	7524
2160	3710	7521
2161	3711	7519
2162	3713	7518
2163	3715	7516
2164	3717	7514
2165	3718	7512
2166	3720	7511
2167	3722	7509
2168	3723	7506
2169	3724	7504
2170	3726	7501
2171	3727	7499
2172	3728	7497
2173	3730	7495
2174	3732	7494
2175	3734	7492
2176	3736	7490
2177	3737	7488
2178	3739	7487
2179	3741	7485
2180	3742	7483
2181	3744	7481
2182	3745	7479
2183	3747	7477
2184	3749	7476
2185	3750	7474
2186	3752	7472
2187	3753	7470
2188	3755	7467
2189	3756	7465
2190	3758	7464
2191	3760	7462
2192	3762	7460
2193	3763	7458
2194	3764	7455
2195	3766	7454
2196	3768	7453
2197	3770	7451
2198	3772	7449
2199	3773	7448
2200	3777	7450
2201	3779	7448
2202	3780	7445
2203	3781	7443
2204	3783	7441
2205	3784	7439
2206	3786	7436
2207	3787	7434
2208	3788	7432
2209	3790	7429
2210	3792	7428
2211	3793	7426
2212	3795	7424
2213	3796	7422
2214	3798	7419
2215	3799	7417
2216	3800	7414
2217	3802	7412
2218	3803	7410
2219	3805	7408
2220	3806	7406
2221	3808	7404
2222	3810	7402
2223	3811	7400
2224	3813	7398
2225	3814	7396
2226	3816	7394
2227	3817	7392
2228	3819	7389
2229	3820	7387
2230	3822	7385
2231	3823	7383
2232	3825	7381
2233	3826	7379
2234	3828	7377
2235	3829	7374
2236	3830	7372
2237	3832	7370
2238	3833	7368
2239	3835	7365
2240	3837	7364
2241	3838	7362
2242	3840	7360
2243	3841	7358
2244	3843	7356
2245	3844	7353
2246	3846	7352
2247	3847	7349
2248	3849	7347
2249	3850	7345
2250	3852	7343
2251	3853	7340
2252	3855	7339
2253	3856	7337
2254	3858	7334
2255	3859	7332
2256	3861	7331
2257	3862	7329
2258	3864	7327
2259	3865	7324
2260	3867	7323
2261	3869	7321
2262	3871	7319
2263	3872	7317
2264	3873	7315
2265	3875	7313
2266	3877	7311
2267	3879	7310
2268	3880	7308
2269	3882	7306
2270	3883	7303
2271	3885	7302
2272	3887	7301
2273	3889	7299
2274	3890	7297
2275	3892	7295
2276	3893	7292
2277	3894	7289
2278	3895	7287
2279	3898	7286
2280	3899	7284
2281	3901	7282
2282	3902	7280
2283	3904	7278
2284	3906	7278
2285	3907	7275
2286	3909	7273
2287	3910	7271
2288	3912	7269
2289	3914	7267
2290	3915	7265
2291	3917	7264
2292	3919	7263
2293	3921	7261
2294	3922	7259
2295	3924	7258
2296	3926	7255
2297	3927	7253
2298	3929	7251
2299	3931	7250
2300	3932	7248
2301	3934	7247
2302	3937	7247
2303	3939	7245
2304	3940	7243
2305	3942	7241
2306	3944	7240
2307	3946	7239
2308	3947	7237
2309	3949	7235
2310	3950	7232
2311	3952	7231
2312	3954	7230
2313	3956	7228
2314	3957	7226
2315	3959	7225
2316	3962	7225
2317	3964	7224
2318	3966	7223
2319	3968	7221
2320	3969	7219
2321	3971	7217
2322	3972	7215
2323	3974	7213
2324	3976	7212
2325	3978	7210
2326	3980	7209
2327	3982	7208
2328	3983	7205
2329	3985	7204
2330	3986	7202
2331	3988	7199
2332	3990	7198
2333	3991	7197
2334	3994	7196
2335	3995	7194
2336	3998	7193
2337	3999	7191
2338	4001	7189
2339	4002	7187
2340	4004	7185
2341	4005	7183
2342	4007	7182
2343	4009	7180
2344	4010	7178
2345	4012	7176
2346	4013	7174
2347	4015	7172
2348	4017	7170
2349	4018	7168
2350	4020	7167
2351	4022	7166
2352	4024	7164
2353	4026	7162
2354	4027	7161
2355	4029	7158
2356	4030	7156
2357	4032	7154
2358	4033	7152
2359	4035	7151
2360	4037	7149
2361	4038	7146
2362	4040	7145
2363	4042	7143
2364	4043	7142
2365	4045	7140
2366	4047	7138
2367	4049	7137
2368	4050	7135
2369	4052	7133
2370	4054	7132
2371	4055	7130
2372	4057	7128
2373	4058	7125
2374	4060	7123
2375	4061	7121
2376	4063	7119
2377	4064	7118
2378	4066	7116
2379	4068	7114
2380	4069	7112
2381	4071	7110
2382	4073	7108
2383	4074	7106
2384	4075	7104
2385	4077	7102
2386	4078	7100
2387	4080	7098
2388	4082	7096
2389	4084	7094
2390	4085	7093
2391	4087	7091
2392	4088	7089
2393	4090	7087
2394	4091	7085
2395	4093	7083
2396	4094	7080
2397	4096	7078
2398	4097	7076
2399	4099	7074
2400	4100	7072
2401	4102	7071
2402	4104	7069
2403	4105	7067
2404	4107	7065
2405	4109	7063
2406	4110	7061
2407	4111	7059
2408	4113	7056
2409	4114	7054
2410	4116	7052
2411	4117	7051
2412	4119	7049
2413	4121	7047
2414	4122	7045
2415	4124	7043
2416	4125	7040
2417	4127	7038
2418	4128	7037
2419	4130	7034
2420	4131	7033
2421	4133	7031
2422	4134	7029
2423	4136	7027
2424	4138	7025
2425	4139	7023
2426	4141	7021
2427	4143	7019
2428	4145	7019
2429	4147	7018
2430	4149	7016
2431	4150	7014
2432	4152	7012
2433	4153	7010
2434	4155	7008
2435	4156	7006
2436	4158	7004
2437	4159	7002
2438	4161	7000
2439	4163	6999
2440	4165	6998
2441	4166	6996
2442	4168	6994
2443	4169	6992
2444	4171	6989
2445	4172	6987
2446	4174	6986
2447	4176	6984
2448	4177	6982
2449	4179	6980
2450	4180	6977
2451	4182	6976
2452	4183	6974
2453	4185	6972
2454	4186	6969
2455	4187	6967
2456	4189	6964
2457	4190	6962
2458	4192	6961
2459	4193	6959
2460	4195	6957
2461	4196	6955
2462	4198	6953
2463	4199	6950
2464	4201	6948
2465	4202	6946
2466	4204	6944
2467	4205	6942
2468	4207	6941
2469	4209	6938
2470	4210	6937
2471	4212	6935
2472	4213	6933
2473	4215	6931
2474	4216	6928
2475	4217	6926
2476	4219	6924
2477	4221	6922
2478	4222	6920
2479	4224	6919
2480	4225	6917
2481	4227	6915
2482	4229	6913
2483	4230	6911
2484	4232	6909
2485	4234	6908
2486	4235	6905
2487	4237	6904
2488	4239	6903
2489	4240	6901
2490	4242	6898
2491	4243	6896
2492	4245	6894
2493	4246	6893
2494	4248	6890
2495	4249	6888
2496	4251	6887
2497	4252	6884
2498	4254	6883
2499	4256	6881
2500	4257	6879
2501	4259	6877
2502	4260	6875
2503	4262	6873
2504	4263	6871
2505	4265	6869
2506	4267	6867
2507	4268	6866
2508	4270	6864
2509	4271	6862
2510	4273	6860
2511	4275	6858
2512	4276	6856
2513	4278	6854
2514	4279	6852
2515	4281	6850
2516	4282	6848
2517	4284	6846
2518	4285	6844
2519	4287	6843
2520	4289	6841
2521	4290	6839
2522	4292	6837
2523	4294	6835
2524	4295	6833
2525	4297	6831
2526	4298	6829
2527	4300	6828
2528	4301	6826
2529	4303	6824
2530	4305	6823
2531	4306	6820
2532	4308	6818
2533	4309	6816
2534	4311	6814
2535	4313	6813
2536	4314	6811
2537	4316	6809
2538	4317	6807
2539	4319	6805
2540	4321	6804
2541	4322	6802
2542	4324	6800
2543	4326	6798
2544	4328	6797
2545	4331	6798
2546	4333	6797
2547	4335	6795
2548	4336	6793
2549	4338	6791
2550	4340	6789
2551	4341	6787
2552	4343	6786
2553	4344	6783
2554	4345	6781
2555	4347	6779
2556	4349	6778
2557	4351	6776
2558	4352	6774
2559	4353	6772
2560	4355	6769
2561	4356	6767
2562	4358	6765
2563	4359	6764
2564	4361	6762
2565	4363	6760
2566	4364	6758
2567	4366	6756
2568	4367	6755
2569	4369	6752
2570	4370	6750
2571	4372	6748
2572	4373	6746
2573	4374	6743
2574	4376	6741
2575	4377	6740
2576	4379	6738
2577	4380	6736
2578	4382	6734
2579	4383	6732
2580	4385	6730
2581	4386	6727
2582	4388	6725
2583	4390	6724
2584	4391	6722
2585	4393	6720
2586	4395	6719
2587	4396	6717
2588	4398	6715
2589	4399	6712
2590	4400	6710
2591	4402	6708
2592	4403	6706
2593	4405	6704
2594	4406	6702
2595	4408	6700
2596	4410	6699
2597	4411	6697
2598	4413	6695
2599	4415	6694
2600	4416	6692
2601	4418	6690
2602	4419	6688
2603	4421	6686
2604	4423	6685
2605	4424	6683
2606	4426	6681
2607	4427	6679
2608	4429	6677
2609	4430	6675
2610	4432	6673
2611	4433	6671
2612	4435	6669
2613	4436	6667
2614	4438	6665
2615	4439	6663
2616	4441	6661
2617	4442	6659
2618	4444	6657
2619	4445	6655
2620	4447	6653
2621	4448	6650
2622	4449	6648
2623	4451	6647
2624	4453	6645
2625	4455	6643
2626	4456	6641
2627	4458	6639
2628	4459	6637
2629	4461	6635
2630	4462	6633
2631	4464	6631
2632	4465	6630
2633	4467	6628
2634	4469	6626
2635	4471	6625
2636	4472	6623
2637	4474	6621
2638	4475	6619
2639	4477	6618
2640	4479	6616
2641	4481	6614
2642	4482	6612
2643	4484	6611
2644	4486	6609
2645	4487	6608
2646	4489	6606
2647	4491	6604
2648	4492	6602
2649	4494	6600
2650	4495	6598
2651	4497	6597
2652	4499	6595
2653	4500	6593
2654	4502	6591
2655	4503	6589
2656	4505	6588
2657	4507	6586
2658	4509	6584
2659	4510	6582
2660	4512	6580
2661	4513	6578
2662	4517	6579
2663	4518	6578
2664	4520	6576
2665	4522	6575
2666	4523	6573
2667	4525	6571
2668	4527	6569
2669	4528	6567
2670	4530	6566
2671	4532	6564
2672	4534	6563
2673	4535	6561
2674	4537	6559
2675	4538	6557
2676	4540	6554
2677	4541	6552
2678	4543	6551
2679	4544	6549
2680	4546	6547
2681	4548	6546
2682	4549	6544
2683	4551	6541
2684	4552	6540
2685	4554	6538
2686	4555	6536
2687	4557	6534
2688	4558	6531
2689	4559	6529
2690	4561	6527
2691	4562	6525
2692	4564	6523
2693	4565	6521
2694	4567	6519
2695	4568	6517
2696	4570	6515
2697	4571	6513
2698	4573	6511
2699	4574	6509
2700	4576	6507
2701	4577	6505
2702	4579	6503
2703	4581	6502
2704	4582	6500
2705	4584	6498
2706	4585	6496
2707	4587	6494
2708	4588	6492
2709	4590	6491
2710	4592	6489
2711	4593	6487
2712	4595	6486
2713	4596	6483
2714	4598	6482
2715	4600	6480
2716	4602	6478
2717	4603	6477
2718	4605	6475
2719	4606	6473
2720	4608	6472
2721	4610	6470
2722	4612	6468
2723	4614	6467
2724	4615	6465
2725	4617	6463
2726	4618	6461
2727	4620	6459
2728	4622	6458
2729	4623	6456
2730	4625	6454
2731	4627	6453
2732	4628	6451
2733	4630	6449
2734	4631	6447
2735	4633	6445
2736	4634	6443
2737	4636	6441
2738	4638	6440
2739	4640	6438
2740	4641	6436
2741	4643	6434
2742	4644	6432
2743	4646	6430
2744	4647	6428
2745	4649	6426
2746	4650	6424
2747	4652	6422
2748	4653	6420
2749	4655	6418
2750	4656	6417
2751	4658	6415
2752	4660	6413
2753	4661	6411
2754	4663	6410
2755	4665	6408
2756	4666	6406
2757	4668	6405
2758	4670	6403
2759	4671	6401
2760	4673	6400
2761	4675	6398
2762	4676	6396
2763	4678	6394
2764	4679	6392
2765	4681	6391
2766	4683	6389
2767	4685	6387
2768	4686	6386
2769	4688	6384
2770	4689	6382
2771	4691	6380
2772	4693	6378
2773	4694	6377
2774	4696	6375
2775	4699	6375
2776	4702	6375
2777	4704	6373
2778	4705	6371
2779	4707	6370
2780	4709	6368
2781	4710	6366
2782	4712	6364
2783	4713	6363
2784	4715	6361
2785	4717	6360
2786	4719	6358
2787	4720	6356
2788	4721	6354
2789	4723	6352
2790	4724	6350
2791	4726	6348
2792	4727	6346
2793	4729	6344
2794	4730	6342
2795	4732	6340
2796	4733	6338
2797	4735	6336
2798	4736	6334
2799	4738	6332
2800	4739	6330
2801	4741	6328
2802	4743	6326
2803	4744	6325
2804	4746	6323
2805	4748	6322
2806	4749	6320
2807	4751	6318
2808	4752	6316
2809	4754	6314
2810	4756	6312
2811	4757	6310
2812	4759	6309
2813	4760	6307
2814	4762	6305
2815	4764	6304
2816	4765	6302
2817	4767	6300
2818	4769	6298
2819	4770	6296
2820	4771	6294
2821	4773	6292
2822	4774	6290
2823	4776	6288
2824	4778	6287
2825	4780	6285
2826	4781	6283
2827	4783	6281
2828	4784	6279
2829	4786	6277
2830	4787	6275
2831	4789	6273
2832	4790	6272
2833	4792	6270
2834	4794	6268
2835	4795	6266
2836	4797	6264
2837	4798	6262
2838	4800	6261
2839	4802	6259
2840	4803	6257
2841	4805	6255
2842	4806	6253
2843	4808	6252
2844	4810	6250
2845	4811	6248
2846	4813	6246
2847	4814	6244
2848	4816	6243
2849	4817	6240
2850	4819	6239
2851	4821	6237
2852	4822	6235
2853	4824	6234
2854	4825	6232
2855	4827	6230
2856	4829	6229
2857	4831	6227
2858	4832	6225
2859	4834	6223
2860	4835	6221
2861	4836	6219
2862	4838	6217
2863	4840	6216
2864	4841	6214
2865	4843	6212
2866	4844	6210
2867	4846	6208
2868	4848	6206
2869	4849	6204
2870	4851	6203
2871	4852	6201
2872	4854	6199
2873	4856	6197
2874	4858	6196
2875	4860	6195
2876	4861	6193
2877	4863	6191
2878	4864	6189
2879	4867	6188
2880	4869	6188
2881	4872	6187
2882	4874	6185
2883	4876	6185
2884	4879	6184
2885	4881	6184
2886	4886	6186
2887	4889	6185
2888	4891	6184
2889	4893	6183
2890	4896	6183
2891	4898	6182
2892	4900	6181
2893	4903	6180
2894	4905	6179
2895	4907	6178
2896	4909	6177
2897	4912	6176
2898	4915	6176
2899	4918	6176
2900	4920	6175
2901	4922	6174
2902	4924	6172
2903	4925	6170
2904	4927	6168
2905	4928	6166
2906	4930	6165
2907	4932	6163
2908	4933	6161
2909	4935	6159
2910	4937	6158
2911	4938	6156
2912	4940	6154
2913	4942	6153
2914	4944	6152
2915	4946	6150
2916	4948	6149
2917	4950	6147
2918	4951	6146
2919	4953	6144
2920	4954	6142
2921	4956	6140
2922	4958	6138
2923	4959	6136
2924	4961	6134
2925	4962	6132
2926	4964	6131
2927	4965	6129
2928	4967	6127
2929	4968	6125
2930	4970	6123
2931	4971	6121
2932	4973	6120
2933	4975	6118
2934	4977	6117
2935	4979	6115
2936	4982	6115
2937	4983	6113
2938	4985	6112
2939	4987	6110
2940	4989	6108
2941	4990	6107
2942	4993	6106
2943	4996	6106
2944	4998	6104
2945	4999	6102
2946	5001	6101
2947	5002	6099
2948	5004	6097
2949	5007	6097
2950	5009	6095
2951	5010	6093
2952	5012	6091
2953	5014	6090
2954	5016	6089
2955	5018	6088
2956	5020	6086
2957	5022	6084
2958	5024	6084
2959	5026	6082
2960	5027	6080
2961	5029	6078
2962	5031	6077
2963	5033	6075
2964	5034	6073
2965	5036	6072
2966	5037	6070
2967	5039	6068
2968	5041	6066
2969	5042	6064
2970	5044	6063
2971	5046	6061
2972	5047	6059
2973	5049	6057
2974	5051	6056
2975	5052	6054
2976	5054	6053
2977	5056	6051
2978	5058	6050
2979	5061	6049
2980	5062	6047
2981	5064	6045
2982	5066	6044
2983	5068	6043
2984	5070	6041
2985	5071	6040
2986	5073	6038
2987	5075	6036
2988	5076	6034
2989	5078	6033
2990	5080	6031
2991	5081	6029
2992	5083	6027
2993	5085	6025
2994	5087	6024
2995	5088	6023
2996	5090	6021
2997	5092	6020
2998	5094	6018
2999	5096	6017
3000	5098	6015
3001	5100	6014
3002	5102	6013
3003	5104	6011
3004	5106	6010
3005	5107	6008
3006	5109	6006
3007	5110	6004
3008	5112	6002
3009	5114	6001
3010	5116	5999
3011	5117	5997
3012	5119	5996
3013	5121	5994
3014	5122	5992
3015	5123	5990
3016	5125	5988
3017	5126	5986
3018	5128	5984
3019	5129	5982
3020	5131	5981
3021	5133	5979
3022	5135	5977
3023	5136	5975
3024	5137	5973
3025	5139	5971
3026	5140	5969
3027	5142	5967
3028	5144	5966
3029	5145	5964
3030	5147	5962
3031	5149	5960
3032	5150	5958
3033	5151	5956
3034	5153	5955
3035	5155	5953
3036	5156	5951
3037	5158	5949
3038	5159	5947
3039	5161	5946
3040	5163	5944
3041	5164	5942
3042	5166	5940
3043	5167	5938
3044	5169	5936
3045	5171	5935
3046	5172	5933
3047	5174	5931
3048	5175	5929
3049	5177	5927
3050	5178	5925
3051	5180	5924
3052	5182	5922
3053	5183	5920
3054	5184	5918
3055	5186	5916
3056	5187	5914
3057	5189	5912
3058	5191	5910
3059	5192	5908
3060	5194	5907
3061	5195	5905
3062	5197	5903
3063	5199	5901
3064	5200	5899
3065	5201	5897
3066	5203	5895
3067	5204	5893
3068	5206	5891
3069	5207	5889
3070	5209	5887
3071	5211	5886
3072	5212	5884
3073	5214	5882
3074	5215	5880
3075	5217	5879
3076	5219	5877
3077	5220	5875
3078	5222	5873
3079	5223	5871
3080	5225	5870
3081	5227	5868
3082	5228	5866
3083	5230	5864
3084	5231	5862
3085	5233	5860
3086	5234	5859
3087	5236	5857
3088	5238	5855
3089	5239	5853
3090	5241	5852
3091	5243	5850
3092	5244	5848
3093	5246	5846
3094	5248	5844
3095	5249	5843
3096	5251	5841
3097	5255	5841
3098	5256	5840
3099	5258	5838
3100	5259	5836
3101	5261	5834
3102	5263	5832
3103	5264	5831
3104	5266	5829
3105	5267	5827
3106	5269	5825
3107	5271	5824
3108	5273	5822
3109	5274	5821
3110	5276	5819
3111	5278	5817
3112	5279	5815
3113	5282	5814
3114	5283	5812
3115	5285	5811
3116	5287	5809
3117	5289	5808
3118	5291	5806
3119	5292	5804
3120	5293	5802
3121	5295	5800
3122	5296	5798
3123	5298	5796
3124	5300	5795
3125	5302	5794
3126	5303	5792
3127	5305	5790
3128	5306	5788
3129	5308	5786
3130	5310	5784
3131	5311	5783
3132	5314	5782
3133	5315	5780
3134	5317	5778
3135	5319	5777
3136	5320	5775
3137	5322	5773
3138	5323	5771
3139	5325	5769
3140	5326	5767
3141	5328	5765
3142	5330	5764
3143	5332	5762
3144	5334	5761
3145	5335	5759
3146	5337	5758
3147	5339	5756
3148	5341	5755
3149	5342	5753
3150	5344	5751
3151	5346	5750
3152	5348	5749
3153	5350	5747
3154	5352	5746
3155	5354	5744
3156	5356	5742
3157	5357	5741
3158	5359	5739
3159	5360	5737
3160	5362	5735
3161	5364	5733
3162	5365	5732
3163	5367	5730
3164	5368	5728
3165	5370	5726
3166	5371	5724
3167	5373	5723
3168	5375	5721
3169	5377	5720
3170	5379	5718
3171	5381	5716
3172	5382	5715
3173	5384	5713
3174	5385	5711
3175	5387	5709
3176	5388	5707
3177	5390	5705
3178	5391	5703
3179	5393	5702
3180	5395	5700
3181	5397	5699
3182	5398	5697
3183	5400	5695
3184	5402	5693
3185	5403	5691
3186	5405	5690
3187	5406	5688
3188	5408	5687
3189	5410	5685
3190	5412	5683
3191	5413	5681
3192	5415	5679
3193	5417	5678
3194	5418	5676
3195	5420	5674
3196	5421	5672
3197	5423	5670
3198	5424	5669
3199	5426	5667
3200	5428	5665
3201	5430	5664
3202	5432	5662
3203	5434	5661
3204	5437	5660
3205	5438	5659
3206	5440	5657
3207	5442	5655
3208	5443	5653
3209	5445	5652
3210	5446	5650
3211	5448	5648
3212	5449	5646
3213	5450	5644
3214	5452	5642
3215	5454	5640
3216	5456	5639
3217	5458	5637
3218	5459	5636
3219	5461	5634
3220	5462	5632
3221	5464	5630
3222	5465	5628
3223	5467	5626
3224	5469	5625
3225	5470	5623
3226	5472	5621
3227	5474	5619
3228	5475	5617
3229	5476	5615
3230	5478	5613
3231	5479	5611
3232	5481	5609
3233	5482	5607
3234	5484	5606
3235	5485	5604
3236	5487	5602
3237	5488	5600
3238	5490	5599
3239	5492	5597
3240	5493	5595
3241	5494	5593
3242	5496	5591
3243	5498	5589
3244	5499	5588
3245	5501	5586
3246	5503	5584
3247	5504	5582
3248	5506	5580
3249	5507	5578
3250	5509	5576
3251	5510	5575
3252	5512	5573
3253	5513	5571
3254	5515	5569
3255	5516	5567
3256	5518	5565
3257	5520	5564
3258	5522	5562
3259	5523	5560
3260	5524	5558
3261	5526	5556
3262	5528	5555
3263	5529	5553
3264	5531	5551
3265	5533	5550
3266	5534	5548
3267	5536	5546
3268	5537	5544
3269	5539	5542
3270	5541	5541
3271	5542	5539
